id,isDefault
800253,0.2009741
800254,0.08751768
800255,0.16648741
800256,0.11925186
800257,0.14244723
800258,0.51450676
800259,0.20565856
800260,0.31464455
800261,0.361804
800262,0.30556047
800263,0.07098032
800264,0.48752576
800265,0.052164927
800266,0.022748377
800267,0.21000546
800268,0.32429373
800269,0.43612963
800270,0.31651908
800271,0.13143088
800272,0.11225568
800273,0.11607836
800274,0.3175041
800275,0.046842065
800276,0.17910519
800277,0.33737892
800278,0.03896847
800279,0.3602389
800280,0.17067838
800281,0.13572569
800282,0.069222726
800283,0.31421903
800284,0.13337295
800285,0.17324312
800286,0.1343646
800287,0.41162914
800288,0.3011593
800289,0.17302173
800290,0.15042342
800291,0.23979202
800292,0.19892022
800293,0.64373744
800294,0.28387836
800295,0.29170728
800296,0.36465135
800297,0.12658274
800298,0.10132029
800299,0.020143993
800300,0.09839535
800301,0.10829908
800302,0.2524081
800303,0.30123785
800304,0.35478467
800305,0.24104613
800306,0.20191856
800307,0.21040794
800308,0.6336657
800309,0.16447136
800310,0.12719609
800311,0.20765674
800312,0.30527198
800313,0.29823467
800314,0.018989842
800315,0.0448983
800316,0.0840962
800317,0.13614242
800318,0.21089908
800319,0.2500506
800320,0.11651671
800321,0.19995591
800322,0.112267494
800323,0.1376681
800324,0.2217897
800325,0.16209641
800326,0.3445077
800327,0.050598927
800328,0.16102158
800329,0.05569618
800330,0.3214314
800331,0.24076408
800332,0.03167434
800333,0.017106703
800334,0.44856545
800335,0.2933284
800336,0.20335081
800337,0.14835976
800338,0.5172883
800339,0.10399833
800340,0.018832034
800341,0.03290759
800342,0.19361362
800343,0.01805882
800344,0.2906669
800345,0.12455435
800346,0.17265284
800347,0.049803175
800348,0.34110153
800349,0.12541705
800350,0.24821445
800351,0.23096767
800352,0.49772525
800353,0.3195077
800354,0.30838227
800355,0.1598411
800356,0.3405398
800357,0.4697634
800358,0.13555169
800359,0.15060522
800360,0.32375866
800361,0.022769747
800362,0.25075
800363,0.503121
800364,0.14108595
800365,0.18797073
800366,0.40751678
800367,0.2550918
800368,0.1445732
800369,0.25819904
800370,0.14195615
800371,0.17042443
800372,0.40547794
800373,0.22966692
800374,0.27336928
800375,0.047477365
800376,0.12216623
800377,0.17447847
800378,0.052687235
800379,0.09183651
800380,0.09572761
800381,0.029105123
800382,0.4800865
800383,0.21615155
800384,0.10192611
800385,0.31869087
800386,0.17091441
800387,0.14420056
800388,0.15884173
800389,0.32288358
800390,0.03149016
800391,0.14091484
800392,0.23732138
800393,0.31948686
800394,0.37097904
800395,0.25120616
800396,0.30258662
800397,0.13261968
800398,0.1671797
800399,0.10230313
800400,0.13406555
800401,0.11621948
800402,0.040112924
800403,0.19706893
800404,0.14842916
800405,0.4856888
800406,0.06403109
800407,0.43624875
800408,0.18644768
800409,0.5100405
800410,0.038224205
800411,0.03178137
800412,0.08586334
800413,0.3563568
800414,0.28513193
800415,0.07897261
800416,0.15844667
800417,0.19629022
800418,0.10278024
800419,0.18036914
800420,0.3850715
800421,0.20203233
800422,0.19620639
800423,0.19885999
800424,0.16368839
800425,0.07735459
800426,0.14128482
800427,0.3160483
800428,0.18928698
800429,0.17670365
800430,0.31746006
800431,0.27492896
800432,0.10503726
800433,0.07282767
800434,0.09931907
800435,0.17950954
800436,0.2734301
800437,0.14532399
800438,0.2218657
800439,0.4883747
800440,0.16019797
800441,0.29552358
800442,0.073291235
800443,0.07330544
800444,0.20056
800445,0.09099586
800446,0.17107052
800447,0.2994479
800448,0.08073816
800449,0.12320903
800450,0.24749151
800451,0.16063672
800452,0.15158065
800453,0.12121095
800454,0.089832254
800455,0.20638993
800456,0.19206764
800457,0.32173115
800458,0.11439138
800459,0.16191918
800460,0.48091576
800461,0.6716229
800462,0.07916266
800463,0.04975473
800464,0.12990941
800465,0.13022408
800466,0.28861108
800467,0.01766921
800468,0.1667659
800469,0.25216708
800470,0.26493275
800471,0.1700544
800472,0.16416842
800473,0.02940591
800474,0.36244217
800475,0.12789994
800476,0.15777126
800477,0.46668983
800478,0.25612178
800479,0.1283419
800480,0.26510912
800481,0.1004685
800482,0.33279285
800483,0.1057893
800484,0.20774439
800485,0.13068657
800486,0.11891602
800487,0.4032218
800488,0.5151466
800489,0.100123376
800490,0.32073334
800491,0.07735142
800492,0.052897677
800493,0.4535295
800494,0.5770686
800495,0.010593755
800496,0.021262271
800497,0.49967048
800498,0.28300148
800499,0.43645412
800500,0.6026092
800501,0.09064068
800502,0.049881063
800503,0.1780672
800504,0.15170489
800505,0.19717269
800506,0.22451487
800507,0.0890585
800508,0.07239901
800509,0.0227953
800510,0.03536967
800511,0.23633091
800512,0.16477573
800513,0.23876813
800514,0.11151298
800515,0.06826288
800516,0.39031598
800517,0.092995726
800518,0.052892793
800519,0.09713423
800520,0.21999954
800521,0.036107525
800522,0.011321009
800523,0.11504294
800524,0.03847779
800525,0.27563244
800526,0.4504798
800527,0.08371094
800528,0.41155633
800529,0.124000296
800530,0.13732487
800531,0.23260073
800532,0.10014975
800533,0.0530563
800534,0.33831513
800535,0.29810694
800536,0.5948729
800537,0.18436524
800538,0.19006085
800539,0.023682456
800540,0.2930427
800541,0.20907389
800542,0.24077393
800543,0.41176814
800544,0.37356052
800545,0.4178152
800546,0.4195758
800547,0.45030653
800548,0.1285951
800549,0.023905974
800550,0.05684714
800551,0.11064863
800552,0.2942802
800553,0.12735677
800554,0.29866844
800555,0.337097
800556,0.14594884
800557,0.18846911
800558,0.04262436
800559,0.09772282
800560,0.01817769
800561,0.11586389
800562,0.29576364
800563,0.12701146
800564,0.32014903
800565,0.6370532
800566,0.31857058
800567,0.09156807
800568,0.2465313
800569,0.12519558
800570,0.34781933
800571,0.18988228
800572,0.24852178
800573,0.14688653
800574,0.072332665
800575,0.097182006
800576,0.3797176
800577,0.11950434
800578,0.020821676
800579,0.03222159
800580,0.22521076
800581,0.43779182
800582,0.03668895
800583,0.23743987
800584,0.16479404
800585,0.26616114
800586,0.1751436
800587,0.113858104
800588,0.14867726
800589,0.081541285
800590,0.32294506
800591,0.182803
800592,0.043277808
800593,0.3686983
800594,0.07023382
800595,0.25346354
800596,0.06101212
800597,0.29071167
800598,0.24426374
800599,0.51101726
800600,0.5175341
800601,0.33481067
800602,0.34142435
800603,0.30774498
800604,0.10800653
800605,0.36270586
800606,0.10007782
800607,0.20945588
800608,0.35000926
800609,0.33042318
800610,0.45789236
800611,0.09309025
800612,0.3703211
800613,0.11696142
800614,0.43525147
800615,0.4188586
800616,0.131959
800617,0.12823321
800618,0.2475162
800619,0.060885854
800620,0.44234487
800621,0.121513784
800622,0.046674497
800623,0.058480367
800624,0.0478013
800625,0.017981494
800626,0.25993723
800627,0.5696197
800628,0.36811385
800629,0.097149685
800630,0.19794045
800631,0.59587944
800632,0.24529459
800633,0.36403978
800634,0.17513664
800635,0.23998183
800636,0.27884078
800637,0.19778606
800638,0.09238818
800639,0.04646956
800640,0.33035353
800641,0.47399405
800642,0.28334472
800643,0.14195588
800644,0.038050365
800645,0.61029387
800646,0.14332831
800647,0.5204109
800648,0.18943745
800649,0.16518907
800650,0.2507019
800651,0.2575342
800652,0.27414173
800653,0.6546197
800654,0.26634705
800655,0.21143152
800656,0.20272735
800657,0.15296991
800658,0.2226148
800659,0.2299121
800660,0.11801636
800661,0.27795076
800662,0.30293342
800663,0.16379884
800664,0.07722054
800665,0.052936584
800666,0.2564539
800667,0.0745822
800668,0.033598863
800669,0.07684991
800670,0.0104867555
800671,0.20395893
800672,0.08174758
800673,0.1692502
800674,0.13692932
800675,0.1392714
800676,0.26076305
800677,0.3050833
800678,0.22508727
800679,0.3128493
800680,0.14808589
800681,0.09243338
800682,0.06753234
800683,0.2876246
800684,0.06825791
800685,0.20200449
800686,0.35013926
800687,0.21415913
800688,0.37742633
800689,0.15605602
800690,0.40691894
800691,0.044255164
800692,0.6865455
800693,0.29507604
800694,0.15819836
800695,0.3634792
800696,0.073116325
800697,0.044728104
800698,0.23650551
800699,0.27502832
800700,0.15672114
800701,0.4423294
800702,0.4703142
800703,0.07776706
800704,0.069845684
800705,0.29697788
800706,0.23874475
800707,0.19862936
800708,0.07905759
800709,0.032659136
800710,0.096103914
800711,0.00920045
800712,0.23766568
800713,0.69194025
800714,0.14959678
800715,0.17120527
800716,0.069908895
800717,0.37486023
800718,0.13926573
800719,0.11183523
800720,0.1508403
800721,0.31889015
800722,0.067214996
800723,0.22333431
800724,0.20144092
800725,0.05298841
800726,0.3556227
800727,0.091272704
800728,0.39741382
800729,0.064938165
800730,0.25238913
800731,0.06800542
800732,0.17557016
800733,0.43853962
800734,0.030868728
800735,0.14755215
800736,0.41308564
800737,0.033651415
800738,0.14751098
800739,0.13133243
800740,0.105287895
800741,0.11984067
800742,0.24729848
800743,0.010988782
800744,0.042470828
800745,0.60185623
800746,0.2219767
800747,0.54128104
800748,0.039225265
800749,0.4162901
800750,0.6036005
800751,0.14002788
800752,0.17486084
800753,0.10785877
800754,0.15382226
800755,0.1092558
800756,0.37188268
800757,0.18967538
800758,0.05966316
800759,0.17398767
800760,0.17506635
800761,0.27388442
800762,0.34469777
800763,0.2677832
800764,0.14579673
800765,0.2311139
800766,0.1229008
800767,0.016779723
800768,0.2659326
800769,0.11842424
800770,0.19678056
800771,0.06196112
800772,0.02302431
800773,0.09276844
800774,0.06123598
800775,0.41250643
800776,0.56632525
800777,0.20560719
800778,0.29261672
800779,0.091001526
800780,0.032556694
800781,0.119091794
800782,0.18361586
800783,0.13431174
800784,0.21543323
800785,0.06856547
800786,0.03568143
800787,0.18673074
800788,0.30601525
800789,0.43610102
800790,0.5042495
800791,0.2320291
800792,0.13461794
800793,0.038837254
800794,0.08563468
800795,0.12092841
800796,0.07498122
800797,0.15737653
800798,0.32546556
800799,0.25008562
800800,0.17421785
800801,0.15143195
800802,0.1633416
800803,0.2623573
800804,0.3707797
800805,0.07143365
800806,0.11530088
800807,0.6726154
800808,0.33867416
800809,0.13523859
800810,0.049112134
800811,0.07603819
800812,0.2385667
800813,0.114252016
800814,0.0886799
800815,0.06482438
800816,0.1815015
800817,0.39309037
800818,0.3168899
800819,0.12597948
800820,0.16064884
800821,0.17730802
800822,0.06299325
800823,0.28268328
800824,0.027259763
800825,0.20435853
800826,0.079961136
800827,0.11710489
800828,0.45808232
800829,0.09704976
800830,0.0463338
800831,0.13214499
800832,0.11161296
800833,0.123880126
800834,0.028358812
800835,0.07386843
800836,0.32219028
800837,0.058012933
800838,0.4661801
800839,0.18698213
800840,0.05834966
800841,0.08741781
800842,0.18319593
800843,0.07238267
800844,0.12311295
800845,0.47185335
800846,0.14119817
800847,0.11847189
800848,0.31567794
800849,0.09792791
800850,0.14033285
800851,0.06465518
800852,0.3694979
800853,0.45891267
800854,0.15264815
800855,0.27577984
800856,0.29685342
800857,0.19733019
800858,0.5327973
800859,0.33921337
800860,0.032303378
800861,0.097785674
800862,0.25961933
800863,0.13414884
800864,0.4939766
800865,0.14451821
800866,0.19200134
800867,0.27006653
800868,0.025226302
800869,0.12164102
800870,0.18518904
800871,0.19076112
800872,0.16685344
800873,0.08814709
800874,0.2111888
800875,0.06332265
800876,0.29384637
800877,0.18889394
800878,0.08387694
800879,0.055131447
800880,0.0903013
800881,0.40291798
800882,0.13276562
800883,0.08061366
800884,0.17124349
800885,0.3345774
800886,0.07318146
800887,0.3467644
800888,0.0651084
800889,0.28545126
800890,0.2682212
800891,0.086844355
800892,0.2146457
800893,0.17625092
800894,0.06321538
800895,0.22472504
800896,0.21751109
800897,0.37637058
800898,0.111535236
800899,0.23589826
800900,0.0360836
800901,0.4241161
800902,0.2135356
800903,0.2825935
800904,0.1975159
800905,0.20709687
800906,0.35781622
800907,0.24851656
800908,0.26249975
800909,0.07040562
800910,0.10907775
800911,0.09767223
800912,0.14484537
800913,0.43374556
800914,0.1797297
800915,0.39137083
800916,0.34286648
800917,0.42157328
800918,0.5244431
800919,0.08605551
800920,0.15601362
800921,0.049074784
800922,0.25413242
800923,0.25073242
800924,0.15577795
800925,0.1762431
800926,0.23688653
800927,0.05439712
800928,0.45675248
800929,0.22047254
800930,0.035575483
800931,0.1349277
800932,0.06259604
800933,0.044000946
800934,0.06357423
800935,0.1576218
800936,0.2358891
800937,0.28862414
800938,0.04311803
800939,0.051589906
800940,0.04080239
800941,0.05079647
800942,0.5876526
800943,0.09066686
800944,0.57459927
800945,0.34589773
800946,0.22163354
800947,0.25835118
800948,0.29688036
800949,0.037931852
800950,0.12024555
800951,0.2533822
800952,0.22957411
800953,0.25605476
800954,0.17663942
800955,0.036619414
800956,0.014660639
800957,0.073952176
800958,0.026579428
800959,0.27635002
800960,0.13585648
800961,0.046202805
800962,0.091985695
800963,0.21142274
800964,0.17278604
800965,0.28629714
800966,0.05569257
800967,0.06395983
800968,0.12003103
800969,0.18040779
800970,0.20631984
800971,0.22594991
800972,0.041114505
800973,0.15350987
800974,0.24621078
800975,0.11494152
800976,0.14487529
800977,0.21642429
800978,0.15218718
800979,0.06973429
800980,0.015607191
800981,0.073846586
800982,0.15188
800983,0.036560714
800984,0.29319882
800985,0.63036335
800986,0.08660305
800987,0.21892293
800988,0.29952726
800989,0.045847114
800990,0.08524283
800991,0.27306753
800992,0.095797434
800993,0.05396191
800994,0.14469619
800995,0.1208912
800996,0.15084918
800997,0.05671534
800998,0.06899141
800999,0.25383723
801000,0.09054265
801001,0.014955012
801002,0.16078115
801003,0.3335094
801004,0.019908564
801005,0.045308214
801006,0.4186501
801007,0.36303338
801008,0.3196615
801009,0.39500597
801010,0.2619352
801011,0.23396048
801012,0.5646149
801013,0.21682796
801014,0.37090445
801015,0.024033764
801016,0.18359202
801017,0.021480132
801018,0.16963762
801019,0.058483765
801020,0.24785304
801021,0.017659206
801022,0.14162213
801023,0.2013314
801024,0.10067141
801025,0.25220615
801026,0.056971516
801027,0.24406023
801028,0.1732218
801029,0.042166926
801030,0.36552376
801031,0.15044852
801032,0.11781922
801033,0.16654389
801034,0.23444352
801035,0.013075835
801036,0.44850296
801037,0.13591707
801038,0.31048867
801039,0.028532192
801040,0.12520403
801041,0.20838681
801042,0.4112873
801043,0.42045736
801044,0.29953665
801045,0.19295567
801046,0.32838196
801047,0.14550588
801048,0.37149268
801049,0.028835632
801050,0.15677743
801051,0.024827357
801052,0.24882688
801053,0.1494256
801054,0.012288868
801055,0.37762654
801056,0.117230654
801057,0.32759726
801058,0.37274414
801059,0.21029729
801060,0.30241477
801061,0.44951963
801062,0.2796144
801063,0.27547374
801064,0.14502466
801065,0.0367784
801066,0.17434657
801067,0.22526348
801068,0.14633733
801069,0.06815041
801070,0.21373543
801071,0.12012836
801072,0.14565197
801073,0.12812759
801074,0.027599158
801075,0.48466977
801076,0.23165865
801077,0.14274424
801078,0.018866519
801079,0.41819787
801080,0.15218997
801081,0.43036455
801082,0.287357
801083,0.35573843
801084,0.12279537
801085,0.6578927
801086,0.06735326
801087,0.6180706
801088,0.049145106
801089,0.093946464
801090,0.3376562
801091,0.031291083
801092,0.13933149
801093,0.3041969
801094,0.08483675
801095,0.34824973
801096,0.055787347
801097,0.1018792
801098,0.30848122
801099,0.13892834
801100,0.2788564
801101,0.12886795
801102,0.040317208
801103,0.16281085
801104,0.40955737
801105,0.15230453
801106,0.09551916
801107,0.29309806
801108,0.23928437
801109,0.26403886
801110,0.111187354
801111,0.41846362
801112,0.26171467
801113,0.33055705
801114,0.07231013
801115,0.15848048
801116,0.12524413
801117,0.048241522
801118,0.39861327
801119,0.08422999
801120,0.15265
801121,0.2984965
801122,0.51429546
801123,0.097433865
801124,0.11297116
801125,0.08817597
801126,0.14377838
801127,0.04292558
801128,0.2553079
801129,0.4271394
801130,0.11771804
801131,0.16419199
801132,0.24033934
801133,0.0852689
801134,0.058137663
801135,0.017812606
801136,0.1561367
801137,0.35288548
801138,0.08222422
801139,0.10734382
801140,0.07993212
801141,0.106411606
801142,0.32021588
801143,0.085845955
801144,0.087441355
801145,0.30644506
801146,0.25684538
801147,0.39895582
801148,0.07596847
801149,0.34409493
801150,0.21687445
801151,0.1559723
801152,0.3648476
801153,0.36843178
801154,0.13079664
801155,0.08056677
801156,0.14422049
801157,0.09418298
801158,0.33912328
801159,0.2727035
801160,0.2810184
801161,0.08006008
801162,0.2176911
801163,0.08299649
801164,0.12175579
801165,0.09049858
801166,0.020512829
801167,0.2556017
801168,0.10736744
801169,0.2343887
801170,0.17668305
801171,0.18026188
801172,0.6411164
801173,0.32774025
801174,0.27090335
801175,0.21774417
801176,0.38637084
801177,0.2488698
801178,0.12661244
801179,0.073413104
801180,0.62872064
801181,0.52076864
801182,0.0748359
801183,0.1318619
801184,0.33944753
801185,0.10131713
801186,0.12803875
801187,0.17802425
801188,0.16519997
801189,0.102887884
801190,0.23233831
801191,0.41292843
801192,0.04625723
801193,0.5738845
801194,0.10244929
801195,0.08037474
801196,0.13176978
801197,0.071294814
801198,0.10417077
801199,0.20973909
801200,0.03451921
801201,0.03160941
801202,0.4237038
801203,0.4299527
801204,0.16236189
801205,0.30908963
801206,0.37675127
801207,0.18208551
801208,0.09461951
801209,0.24122518
801210,0.08862762
801211,0.27957672
801212,0.348166
801213,0.15155107
801214,0.19416101
801215,0.27364197
801216,0.07395118
801217,0.12566708
801218,0.56276774
801219,0.3149368
801220,0.087541305
801221,0.39309442
801222,0.1937888
801223,0.5598081
801224,0.09656549
801225,0.18034934
801226,0.109683245
801227,0.31789455
801228,0.5056038
801229,0.24552163
801230,0.26483175
801231,0.024179006
801232,0.5289674
801233,0.20896357
801234,0.076673314
801235,0.19178587
801236,0.080788225
801237,0.063507676
801238,0.07537682
801239,0.020399122
801240,0.36712557
801241,0.032701954
801242,0.11035667
801243,0.19357978
801244,0.18014082
801245,0.47571236
801246,0.31015077
801247,0.25546062
801248,0.17802097
801249,0.20835695
801250,0.14836091
801251,0.30910718
801252,0.12165025
801253,0.44600338
801254,0.37905788
801255,0.05737165
801256,0.3222591
801257,0.13754629
801258,0.09125063
801259,0.45370656
801260,0.23122428
801261,0.12318068
801262,0.15594411
801263,0.6041695
801264,0.069288984
801265,0.46424407
801266,0.23752135
801267,0.3313008
801268,0.09097853
801269,0.13926202
801270,0.1645473
801271,0.2580617
801272,0.23119879
801273,0.23659647
801274,0.037900805
801275,0.17483972
801276,0.27352676
801277,0.06698589
801278,0.32806113
801279,0.11741533
801280,0.30867243
801281,0.24857146
801282,0.15749976
801283,0.028345028
801284,0.15313677
801285,0.11692614
801286,0.113654
801287,0.39825106
801288,0.14205202
801289,0.35666275
801290,0.42424017
801291,0.31445238
801292,0.022632912
801293,0.09949834
801294,0.09384393
801295,0.015786873
801296,0.15413538
801297,0.012328619
801298,0.33453178
801299,0.1364138
801300,0.21618956
801301,0.044653736
801302,0.04864099
801303,0.19747949
801304,0.5378698
801305,0.054662317
801306,0.19993193
801307,0.053655162
801308,0.16082379
801309,0.096945435
801310,0.04530814
801311,0.3078228
801312,0.35721165
801313,0.29854357
801314,0.14159955
801315,0.049040288
801316,0.34594622
801317,0.19923612
801318,0.32057637
801319,0.10072349
801320,0.040834285
801321,0.032490417
801322,0.30179513
801323,0.14568017
801324,0.20443243
801325,0.57678634
801326,0.2335855
801327,0.3203646
801328,0.17898871
801329,0.21018657
801330,0.5891698
801331,0.15589088
801332,0.22868502
801333,0.18025465
801334,0.07885855
801335,0.22340026
801336,0.28229487
801337,0.39580977
801338,0.2604121
801339,0.057170138
801340,0.15008175
801341,0.5358944
801342,0.48686516
801343,0.20355445
801344,0.3041375
801345,0.57937175
801346,0.10701227
801347,0.36024427
801348,0.4238856
801349,0.0572053
801350,0.018342126
801351,0.13715674
801352,0.3248334
801353,0.014512966
801354,0.020645091
801355,0.19893065
801356,0.072856896
801357,0.028282035
801358,0.013158556
801359,0.17396104
801360,0.5454567
801361,0.094573185
801362,0.17571934
801363,0.24553595
801364,0.105097204
801365,0.2619289
801366,0.22959249
801367,0.5716286
801368,0.15246928
801369,0.14409767
801370,0.11171912
801371,0.079931706
801372,0.4336267
801373,0.2236756
801374,0.046120998
801375,0.2806107
801376,0.189815
801377,0.13107589
801378,0.17868173
801379,0.11546385
801380,0.23152687
801381,0.08060768
801382,0.1953834
801383,0.4309005
801384,0.38827318
801385,0.5716781
801386,0.14447556
801387,0.0656332
801388,0.44261342
801389,0.18365876
801390,0.057501677
801391,0.11573435
801392,0.038129374
801393,0.1761818
801394,0.46543032
801395,0.09157592
801396,0.35213584
801397,0.21585219
801398,0.25029373
801399,0.034067035
801400,0.08707234
801401,0.33694172
801402,0.16621518
801403,0.09825171
801404,0.2924745
801405,0.13710067
801406,0.03564572
801407,0.29987577
801408,0.3081386
801409,0.011377875
801410,0.13364787
801411,0.2180293
801412,0.13103135
801413,0.28560913
801414,0.22320089
801415,0.05401504
801416,0.019847276
801417,0.06631739
801418,0.3024704
801419,0.24179932
801420,0.1005092
801421,0.26148978
801422,0.310724
801423,0.09335733
801424,0.260489
801425,0.21427305
801426,0.049232386
801427,0.10804163
801428,0.041085385
801429,0.37663645
801430,0.16565053
801431,0.19068645
801432,0.29917723
801433,0.20258226
801434,0.47716504
801435,0.10644562
801436,0.23584805
801437,0.15627918
801438,0.084261134
801439,0.15093729
801440,0.0423336
801441,0.40042585
801442,0.21976039
801443,0.43843892
801444,0.4833402
801445,0.04950036
801446,0.11337729
801447,0.052996557
801448,0.07608601
801449,0.25698504
801450,0.052448817
801451,0.060585245
801452,0.24258032
801453,0.18735993
801454,0.19806919
801455,0.24990124
801456,0.20890492
801457,0.5561301
801458,0.3866366
801459,0.1392637
801460,0.10489448
801461,0.28896916
801462,0.026155068
801463,0.13384154
801464,0.07064784
801465,0.16873994
801466,0.27375346
801467,0.0174699
801468,0.12668349
801469,0.7143352
801470,0.012594841
801471,0.11602711
801472,0.3602866
801473,0.19895175
801474,0.14371593
801475,0.1304566
801476,0.13284244
801477,0.07140807
801478,0.20449868
801479,0.63895637
801480,0.09555769
801481,0.15047206
801482,0.21548346
801483,0.55352503
801484,0.027578935
801485,0.121866226
801486,0.102437764
801487,0.2607436
801488,0.28959647
801489,0.19892547
801490,0.015370298
801491,0.09475459
801492,0.388457
801493,0.19811383
801494,0.21692184
801495,0.24878591
801496,0.050999813
801497,0.1668987
801498,0.20781523
801499,0.10547646
801500,0.10929732
801501,0.096959464
801502,0.35515395
801503,0.26085734
801504,0.019214237
801505,0.07703024
801506,0.4642311
801507,0.123552054
801508,0.1517806
801509,0.10255951
801510,0.063622795
801511,0.107629746
801512,0.059143897
801513,0.35267615
801514,0.31474385
801515,0.10136473
801516,0.4027202
801517,0.17639902
801518,0.13057722
801519,0.09968394
801520,0.037630863
801521,0.16812177
801522,0.06708569
801523,0.017412722
801524,0.15966631
801525,0.097317696
801526,0.31941092
801527,0.18771625
801528,0.17793341
801529,0.23329705
801530,0.5359452
801531,0.07721289
801532,0.2762573
801533,0.4474454
801534,0.16376677
801535,0.25299275
801536,0.1935278
801537,0.5916471
801538,0.11432561
801539,0.04594504
801540,0.32396328
801541,0.10134077
801542,0.012026327
801543,0.5324862
801544,0.39584485
801545,0.058752567
801546,0.21364468
801547,0.03238389
801548,0.14547402
801549,0.24377555
801550,0.25993532
801551,0.12068231
801552,0.32258934
801553,0.19033404
801554,0.31402382
801555,0.12600954
